year,title,doi,eid
2022,Modeling and Identification of Nonlinear Effects in Massive MIMO Systems Using a Fifth-Order Cumulants-Based Blind Approach,10.3390/app12073323,2-s2.0-85127543574
2022,Modeling and Identification of Nonlinear Effects in Massive MIMO Systems Using a Fifth-Order Cumulants-Based Blind Approach,10.3390/app12073323,2-s2.0-85127543574
2022,Modeling and Identification of Nonlinear Effects in Massive MIMO Systems Using a Fifth-Order Cumulants-Based Blind Approach,10.3390/app12073323,2-s2.0-85127543574
2022,Performance Analysis of Massive MIMO-OFDM System Incorporated with Various Transforms for Image Communication in 5G Systems,10.3390/electronics11040621,
2022,Performance Analysis of Massive MIMO-OFDM System Incorporated with Various Transforms for Image Communication in 5G Systems,10.3390/electronics11040621,
2022,Performance Analysis of Massive MIMO-OFDM System Incorporated with Various Transforms for Image Communication in 5G Systems,10.3390/electronics11040621,2-s2.0-85124943415
2022,Performance Analysis of Massive MIMO-OFDM System Incorporated with Various Transforms for Image Communication in 5G Systems,10.3390/electronics11040621,2-s2.0-85124943415
2022,Performance Analysis of Massive MIMO-OFDM System Incorporated with Various Transforms for Image Communication in 5G Systems,10.3390/electronics11040621,
2022,Performance Analysis of Massive MIMO-OFDM System Incorporated with Various Transforms for Image Communication in 5G Systems,10.3390/electronics11040621,2-s2.0-85124943415
2022,A Convolutional Attention Based Deep Learning Solution for 5G UAV Network Attack Recognition over Fading Channels and Interference,10.1109/VTC2022-Fall57202.2022.10012726,2-s2.0-85147027483
2022,A Convolutional Attention Based Deep Learning Solution for 5G UAV Network Attack Recognition over Fading Channels and Interference,10.1109/VTC2022-Fall57202.2022.10012726,2-s2.0-85147027483
2022,A Convolutional Attention Based Deep Network Solution for UAV Network Attack Recognition over Fading Channels and Interference,10.48550/arXiv.2207.10810,2-s2.0-85135543922
2022,A Convolutional Attention Based Deep Network Solution for UAV Network Attack Recognition over Fading Channels and Interference,10.48550/arXiv.2207.10810,2-s2.0-85135543922
2022,A Low Complexity Sequential Resource Allocation for Panel-Based LIS Surfaces,10.1109/VTC2022-Spring54318.2022.9860705,2-s2.0-85137811601
2022,A Low Complexity Sequential Resource Allocation for Panel-Based LIS Surfaces,10.1109/VTC2022-Spring54318.2022.9860705,2-s2.0-85137811601
2022,A Low Complexity Sequential Resource Allocation for Panel-Based LIS Surfaces,10.1109/VTC2022-Spring54318.2022.9860705,2-s2.0-85137811601
2022,A Software Defined Radio Implementation of Physical Layer Security Using MIMO-SVD,10.1109/YEF-ECE55092.2022.9850114,2-s2.0-85137519106
2022,A Software Defined Radio Implementation of Physical Layer Security Using MIMO-SVD,10.1109/yef-ece55092.2022.9850114,2-s2.0-85137519106
2022,A Software Defined Radio Implementation of Physical Layer Security Using MIMO-SVD,10.1109/YEF-ECE55092.2022.9850114,2-s2.0-85137519106
2022,A Synthetic Dataset for 5G UAV Attacks Based on Observable Network Parameters,10.48550/arXiv.2211.09706,2-s2.0-85142885393
2022,A Synthetic Dataset for 5G UAV Attacks Based on Observable Network Parameters,10.48550/arXiv.2211.09706,2-s2.0-85142885393
2022,Accurate and Reliable Methods for 5G UAV Jamming Identification With Calibrated Uncertainty,10.48550/arXiv.2211.02924,2-s2.0-85142139996
2022,Accurate and Reliable Methods for 5G UAV Jamming Identification With Calibrated Uncertainty,10.48550/arXiv.2211.02924,2-s2.0-85142139996
2022,"Aerial Intelligent Reflecting Surfaces in MIMO-NOMA Networks: Fundamentals, Potential Achievements, and Challenges",10.1109/OJCOMS.2022.3182223,
2022,Aerial Intelligent Reflecting Surfaces in MIMO-NOMA Networks,10.1109/OJCOMS.2022.3182223,2-s2.0-85132734528
2022,"Aerial Intelligent Reflecting Surfaces in MIMO-NOMA Networks: Fundamentals, Potential Achievements, and Challenges",10.1109/OJCOMS.2022.3182223,2-s2.0-85132734528
2022,"Aerial Intelligent Reflecting Surfaces in MIMO-NOMA Networks: Fundamentals, Potential Achievements, and Challenges",10.1109/OJCOMS.2022.3182223,2-s2.0-85132734528
2022,An Overview of Intelligent Reflecting Surfaces for Future Wireless Systems,10.1109/CSNDSP54353.2022.9907933,2-s2.0-85140491775
2022,An Overview of Intelligent Reflecting Surfaces for Future Wireless Systems,10.1109/CSNDSP54353.2022.9907933,2-s2.0-85140491775
2022,An Overview of Intelligent Reflecting Surfaces for Future Wireless Systems,10.1109/CSNDSP54353.2022.9907933,2-s2.0-85140491775
2022,Centralized Hybrid Equalization for Cell Free mMIMO mmWave based Systems,10.1109/CSNDSP54353.2022.9907988,2-s2.0-85140445867
2022,Centralized Hybrid Equalization for Cell Free mMIMO mmWave based Systems,10.1109/CSNDSP54353.2022.9907988,2-s2.0-85140445867
2022,Centralized Hybrid Equalization for Cell Free mMIMO mmWave based Systems,10.1109/CSNDSP54353.2022.9907988,2-s2.0-85140445867
2022,Deployment Strategies for Large Intelligent Surfaces,10.1109/ACCESS.2022.3181757,
2022,Deployment Strategies for Large Intelligent Surfaces,10.1109/ACCESS.2022.3181757,2-s2.0-85132681880
2022,Deployment Strategies for Large Intelligent Surfaces,10.1109/ACCESS.2022.3181757,2-s2.0-85132681880
2022,Deployment Strategies for Large Intelligent Surfaces,10.1109/ACCESS.2022.3181757,2-s2.0-85132681880
2022,Dual-Hop Underwater Wireless Optical Communication System,10.1109/VTC2022-Spring54318.2022.9860895,2-s2.0-85137812848
2022,Dual-Hop Underwater Wireless Optical Communication System,10.1109/VTC2022-Spring54318.2022.9860895,2-s2.0-85137812848
2022,Dual-Hop Underwater Wireless Optical Communication System,10.1109/VTC2022-Spring54318.2022.9860895,2-s2.0-85137812848
2022,Hybrid Multi-User Equalization and Analog Precoder for Uplink mm Wave Cell Free Systems,10.1109/VTC2022-Spring54318.2022.9860787,2-s2.0-85137816352
2022,Hybrid Multi-User Equalization and Analog Precoder for Uplink mm Wave Cell Free Systems,10.1109/VTC2022-Spring54318.2022.9860787,2-s2.0-85137816352
2022,Hybrid Multi-User Equalization and Analog Precoder for Uplink mm Wave Cell Free Systems,10.1109/VTC2022-Spring54318.2022.9860787,2-s2.0-85137816352
2022,Increasing Reliability on UAV Fading Scenarios,10.1109/ACCESS.2022.3149588,
2022,Increasing Reliability on UAV Fading Scenarios,10.1109/ACCESS.2022.3149588,2-s2.0-85124742725
2022,Increasing Reliability on UAV Fading Scenarios,10.1109/ACCESS.2022.3149588,2-s2.0-85124742725
2022,Increasing Reliability on UAV Fading Scenarios,10.1109/ACCESS.2022.3149588,2-s2.0-85124742725
2022,Near-Optimal Detection of CE-OFDM Signals with High Power Efficiency via GAMP-based Receivers,10.1109/GCWkshps56602.2022.10008696,2-s2.0-85146911714
2022,Near-Optimal Detection of CE-OFDM Signals with High Power Efficiency via GAMP-based Receivers,10.1109/GCWkshps56602.2022.10008696,2-s2.0-85146911714
2022,Rate-Splitting Multiple Access Networks Assisted by Aerial Intelligent Reflecting Surfaces,10.1109/LATINCOM56090.2022.10000454,2-s2.0-85146637801
2022,Rate-Splitting Multiple Access Networks Assisted by Aerial Intelligent Reflecting Surfaces,10.1109/LATINCOM56090.2022.10000454,2-s2.0-85146637801
2022,Two methods for Jamming Identification in UAVs Networks using New Synthetic Dataset,,2-s2.0-85127734702
2022,Two methods for Jamming Identification in UAVs Networks using New Synthetic Dataset,,2-s2.0-85127734702
2022,Unmanned aerial vehicle positioning and user equipment power allocation,10.1109/CSNDSP54353.2022.9907929,2-s2.0-85140440820
2022,Unmanned aerial vehicle positioning and user equipment power allocation,10.1109/CSNDSP54353.2022.9907929,2-s2.0-85140440820
2022,Unmanned aerial vehicle positioning and user equipment power allocation,10.1109/CSNDSP54353.2022.9907929,2-s2.0-85140440820
2022,User Fairness in Radio Stripes Networks using Meta-Heuristics optimization,10.1109/VTC2022-Spring54318.2022.9860974,2-s2.0-85137801558
2022,User Fairness in Radio Stripes Networks using Meta-Heuristics optimization,10.1109/VTC2022-Spring54318.2022.9860974,2-s2.0-85137801558
2022,User Fairness in Radio Stripes Networks using Meta-Heuristics optimization,10.1109/VTC2022-Spring54318.2022.9860974,2-s2.0-85137801558
2022,Welcome from the TPC Co-chairs,10.1109/VTC2022-Spring54318.2022.9860465,2-s2.0-85137765913
2022,Welcome from the TPC Co-chairs,10.1109/VTC2022-Spring54318.2022.9860465,2-s2.0-85137765913
2021,Frequency-splitting SWIPT with joint signal detection and nonlinear distortion compensation,10.1109/ICECCME52200.2021.9591137,2-s2.0-85119412815
2021,Frequency-splitting SWIPT with joint signal detection and nonlinear distortion compensation,10.1109/ICECCME52200.2021.9591137,2-s2.0-85119412815
2021,Frequency-splitting SWIPT with joint signal detection and nonlinear distortion compensation,10.1109/ICECCME52200.2021.9591137,2-s2.0-85119412815
2021,On the Performance of LDPC-Coded Massive MIMO Schemes with Power-Ordered NOMA Techniques,10.3390/app11188684,
2021,On the Performance of LDPC-Coded Massive MIMO Schemes with Power-Ordered NOMA Techniques,10.3390/app11188684,
2021,On the Performance of LDPC-Coded Massive MIMO Schemes with Power-Ordered NOMA Techniques,10.3390/app11188684,2-s2.0-85115342954
2021,On the performance of ldpc-coded massive mimo schemes with power-ordered noma techniques,10.3390/app11188684,2-s2.0-85115342954
2021,On the performance of ldpc-coded massive mimo schemes with power-ordered noma techniques,10.3390/app11188684,2-s2.0-85115342954
2021,Low Complexity Hybrid Precoding Designs for Multiuser mmWave/THz Ultra Massive MIMO Systems,10.3390/s21186054,
2021,Low Complexity Hybrid Precoding Designs for Multiuser mmWave/THz Ultra Massive MIMO Systems,10.3390/s21186054,
2021,Low Complexity Hybrid Precoding Designs for Multiuser mmWave/THz Ultra Massive MIMO Systems,10.3390/s21186054,2-s2.0-85114521200
2021,Low complexity hybrid precoding designs for multiuser mmwave/thz ultra massive mimo systems,10.3390/s21186054,2-s2.0-85114521200
2021,Low Complexity Hybrid Precoding Designs for Multiuser mmWave/THz Ultra Massive MIMO Systems,10.3390/s21186054,2-s2.0-85114521200
2021,Massive MIMO Techniques for 5G and Beyond—Opportunities and Challenges,10.3390/electronics10141667,
2021,Massive MIMO Techniques for 5G and Beyond—Opportunities and Challenges,10.3390/electronics10141667,
2021,Massive MIMO Techniques for 5G and Beyond—Opportunities and Challenges,10.3390/electronics10141667,2-s2.0-85109766531
2021,Massive mimo techniques for 5g and beyond—opportunities and challenges,10.3390/electronics10141667,2-s2.0-85109766531
2021,A Novel Highly-efficient Amplification Scheme for Satellite Communications,10.1109/ICCWorkshops50388.2021.9473836,2-s2.0-85112844908
2021,A Novel Highly-efficient Amplification Scheme for Satellite Communications,10.1109/ICCWorkshops50388.2021.9473836,2-s2.0-85112844908
2021,A Novel Highly-efficient Amplification Scheme for Satellite Communications,10.1109/ICCWorkshops50388.2021.9473836,2-s2.0-85112844908
2021,Joint Channel Estimation and Synchronization Techniques for Time-Interleaved Block-Windowed Burst OFDM,10.3390/app11104403,
2021,Joint Channel Estimation and Synchronization Techniques for Time-Interleaved Block-Windowed Burst OFDM,10.3390/app11104403,
2021,Joint Channel Estimation and Synchronization Techniques for Time-Interleaved Block-Windowed Burst OFDM,10.3390/app11104403,2-s2.0-85106644719
2021,Joint channel estimation and synchronization techniques for time-interleaved block-windowed burst OFDM,10.3390/app11104403,2-s2.0-85106644719
2021,Joint channel estimation and synchronization techniques for time-interleaved block-windowed burst OFDM,10.3390/app11104403,2-s2.0-85106644719
2021,MIMO Relaying UAVs Operating in Public Safety Scenarios,10.3390/drones5020032,
2021,MIMO Relaying UAVs Operating in Public Safety Scenarios,10.3390/drones5020032,
2021,MIMO Relaying UAVs Operating in Public Safety Scenarios,10.3390/drones5020032,2-s2.0-85106695973
2021,MIMO relaying UAVs operating in public safety scenarios,10.3390/drones5020032,2-s2.0-85106695973
2021,MIMO relaying UAVs operating in public safety scenarios,10.3390/drones5020032,2-s2.0-85106695973
2021,Power-Ordered NOMA with Massive MIMO for 5G Systems,10.3390/app11083541,
2021,Power-Ordered NOMA with Massive MIMO for 5G Systems,10.3390/app11083541,
2021,Power-Ordered NOMA with Massive MIMO for 5G Systems,10.3390/app11083541,2-s2.0-85104831909
2021,Power-ordered noma with massive mimo for 5g systems,10.3390/app11083541,2-s2.0-85104831909
2021,Power-ordered noma with massive mimo for 5g systems,10.3390/app11083541,2-s2.0-85104831909
2021,A Highly-Efficient Amplification Scheme for OFDM Signals,10.1109/VTC2021-Spring51267.2021.9449004,2-s2.0-85112410587
2021,A Highly-Efficient Amplification Scheme for OFDM Signals,10.1109/VTC2021-Spring51267.2021.9449004,2-s2.0-85112410587
2021,A Highly-Efficient Amplification Scheme for OFDM Signals,10.1109/VTC2021-Spring51267.2021.9449004,2-s2.0-85112410587
2021,"Power Allocation, Relay Selection, and User Pairing for Cooperative NOMA Systems with Rate Fairness",10.1109/VTC2021-Spring51267.2021.9449065,2-s2.0-85112445742
2021,"Power Allocation, Relay Selection, and User Pairing for Cooperative NOMA Systems with Rate Fairness",10.1109/VTC2021-Spring51267.2021.9449065,2-s2.0-85112445742
2021,"Power Allocation, Relay Selection, and User Pairing for Cooperative NOMA Systems with Rate Fairness",10.1109/VTC2021-Spring51267.2021.9449065,2-s2.0-85112445742
2021,Energy Efficient Secure Communication Model against Cooperative Eavesdropper,10.3390/app11041563,
2021,Energy Efficient Secure Communication Model against Cooperative Eavesdropper,10.3390/app11041563,
2021,Energy Efficient Secure Communication Model against Cooperative Eavesdropper,10.3390/app11041563,2-s2.0-85100982053
2021,Energy efficient secure communication model against cooperative eavesdropper,10.3390/app11041563,2-s2.0-85100982053
2021,Energy efficient secure communication model against cooperative eavesdropper,10.3390/app11041563,2-s2.0-85100982053
2021,A Low-Complexity Soft-Output Signal Data Detection Algorithm for UL Massive MIMO Systems,10.1109/CITS52676.2021.9618605,2-s2.0-85123762393
2021,A Low-Complexity Soft-Output Signal Data Detection Algorithm for UL Massive MIMO Systems,10.1109/CITS52676.2021.9618605,2-s2.0-85123762393
2021,A Low-Complexity Soft-Output Signal Data Detection Algorithm for UL Massive MIMO Systems,10.1109/CITS52676.2021.9618605,2-s2.0-85123762393
2021,A Novel Highly-Efficient Amplification Scheme for Wireless Communications in a CathLab Environment,10.1109/ACCESS.2021.3087966,
2021,A Novel Highly-Efficient Amplification Scheme for Wireless Communications in a CathLab Environment,10.1109/ACCESS.2021.3087966,2-s2.0-85111055062
2021,A Novel Highly-Efficient Amplification Scheme for Wireless Communications in a CathLab Environment,10.1109/ACCESS.2021.3087966,2-s2.0-85111055062
2021,A Novel Highly-Efficient Amplification Scheme for Wireless Communications in a CathLab Environment,10.1109/ACCESS.2021.3087966,2-s2.0-85111055062
2021,A State-space Approach for Efficient Channel Tracking in Hybrid Analog/Digital MIMO Architectures,10.1109/VTC2021-Spring51267.2021.9448891,2-s2.0-85112457900
2021,A State-space Approach for Efficient Channel Tracking in Hybrid Analog/Digital MIMO Architectures,10.1109/VTC2021-Spring51267.2021.9448891,2-s2.0-85112457900
2021,A State-space Approach for Efficient Channel Tracking in Hybrid Analog/Digital MIMO Architectures,10.1109/VTC2021-Spring51267.2021.9448891,2-s2.0-85112457900
2021,A State-Space Approach for Tracking Doppler Shifts in Radio Inter-Satellite Links,10.1109/ACCESS.2021.3098562,2-s2.0-85111075181
2021,A State-Space Approach for Tracking Doppler Shifts in Radio Inter-Satellite Links,10.1109/ACCESS.2021.3098562,2-s2.0-85111075181
2021,A State-Space Approach for Tracking Doppler Shifts in Radio Inter-Satellite Links,10.1109/ACCESS.2021.3098562,2-s2.0-85111075181
2021,Joint channel estimation and synchronization techniques for time interleaved block windowed burst OFDM,,2-s2.0-85106120185
2021,Joint channel estimation and synchronization techniques for time interleaved block windowed burst OFDM,,2-s2.0-85106120185
2021,Low complexity hybrid precoding designs for multiuser mmWave/THz ultra massive MIMO systems,,2-s2.0-85112028652
2021,Low complexity hybrid precoding designs for multiuser mmWave/THz ultra massive MIMO systems,,2-s2.0-85112028652
2021,Message from the Technical Program Committee Co-Chairs,10.1109/GLOBECOM46510.2021.9685474,2-s2.0-85127264960
2021,Message from the Technical Program Committee Co-Chairs,10.1109/GLOBECOM46510.2021.9685474,2-s2.0-85184639385
2021,Message from the Technical Program Committee Co-Chairs,10.1109/GLOBECOM46510.2021.9685474,2-s2.0-85184639385
2021,Message from the Technical Program Committee Co-Chairs,10.1109/GCWkshps52748.2021.9681941,2-s2.0-85126091105
2021,Message from the Technical Program Committee Co-Chairs,10.1109/GCWkshps52748.2021.9681941,2-s2.0-85126091105
2021,Optimum Performance of Nonlinear MIMO-SVD Schemes,10.1109/VTC2021-Spring51267.2021.9449046,2-s2.0-85112416708
2021,Optimum Performance of Nonlinear MIMO-SVD Schemes,10.1109/VTC2021-Spring51267.2021.9449046,2-s2.0-85112416708
2021,Optimum Performance of Nonlinear MIMO-SVD Schemes,10.1109/VTC2021-Spring51267.2021.9449046,2-s2.0-85112416708
2021,Optimum Performance of Nonlinearly Distorted Signals with General Distributions,10.1109/IEEECONF53345.2021.9723332,2-s2.0-85127073026
2021,Optimum Performance of Nonlinearly Distorted Signals with General Distributions,10.1109/IEEECONF53345.2021.9723332,2-s2.0-85127073026
2021,Optimum Performance of Nonlinearly Distorted Signals with General Distributions,10.1109/IEEECONF53345.2021.9723332,2-s2.0-85127073026
2021,Performance of NOMA with Massive MIMO for 5G,10.1109/ISNCC52172.2021.9615858,2-s2.0-85123416054
2021,Performance of NOMA with Massive MIMO for 5G,10.1109/ISNCC52172.2021.9615858,2-s2.0-85123416054
2021,Performance of NOMA with Massive MIMO for 5G,10.1109/ISNCC52172.2021.9615858,2-s2.0-85123416054
2021,Physical Layer Security for High Data Rate Communications in the CathLab Environment,10.1109/VTC2021-Fall52928.2021.9625416,2-s2.0-85123010593
2021,Physical Layer Security for High Data Rate Communications in the CathLab Environment,10.1109/VTC2021-Fall52928.2021.9625416,2-s2.0-85123010593
2021,Physical Layer Security for High Data Rate Communications in the CathLab Environment,10.1109/VTC2021-Fall52928.2021.9625416,2-s2.0-85123010593
2021,Quantized Digital Amplification with combination over the air - Achieving maximum efficiency on communication links between long range UAVs and satellites,10.1109/MILCOM52596.2021.9652930,2-s2.0-85124140420
2021,Quantized Digital Amplification with combination over the air - Achieving maximum efficiency on communication links between long range UAVs and satellites,10.1109/MILCOM52596.2021.9652930,2-s2.0-85124140420
2021,Quantized Digital Amplification with combination over the air - Achieving maximum efficiency on communication links between long range UAVs and satellites,10.1109/MILCOM52596.2021.9652930,2-s2.0-85124140420
2021,Residual CFO Effect on Uplink Sum-Rate of Cell Free Massive MIMO Systems,10.1109/VTC2021-Fall52928.2021.9625335,2-s2.0-85118371710
2021,Residual CFO Effect on Uplink Sum-Rate of Cell Free Massive MIMO Systems,10.1109/VTC2021-Fall52928.2021.9625335,2-s2.0-85118371710
2021,Residual CFO Effect on Uplink Sum-Rate of Cell Free Massive MIMO Systems,10.1109/VTC2021-Fall52928.2021.9625335,2-s2.0-85118371710
2021,Sum-Rate of Cell Free Massive MIMO Systems With Power Amplifier Non-Linearity,10.1109/ACCESS.2021.3120925,
2021,Sum-Rate of Cell Free Massive MIMO Systems With Power Amplifier Non-Linearity,10.1109/ACCESS.2021.3120925,2-s2.0-85117836888
2021,Sum-Rate of Cell Free Massive MIMO Systems with Power Amplifier Non-Linearity,10.1109/ACCESS.2021.3120925,2-s2.0-85117836888
2021,Sum-Rate of Cell Free Massive MIMO Systems with Power Amplifier Non-Linearity,10.1109/ACCESS.2021.3120925,2-s2.0-85117836888
2021,Welcome from the TPC Co-chairs,10.1109/VTC2021-Spring51267.2021.9448809,2-s2.0-85112474352
2021,Welcome from the TPC Co-chairs,10.1109/VTC2021-Spring51267.2021.9448809,2-s2.0-85112474352
2021,Welcome from the TPC Co-chairs,10.1109/VTC2021-Spring51267.2021.9448675,2-s2.0-85112472072
2021,Welcome from the TPC Co-chairs,10.1109/VTC2021-Spring51267.2021.9448675,2-s2.0-85112472072
2021,Wireless green technologies for smart cities,,2-s2.0-85115724845
2021,Wireless green technologies for smart cities,10.1049/PBTE090E_ch3,2-s2.0-85115724845
2021,Wireless green technologies for smart cities,10.1049/PBTE090E_ch3,2-s2.0-85115724845
2020,A Survey of Candidate Waveforms for beyond 5G Systems,10.3390/electronics10010021,
2020,A Survey of Candidate Waveforms for beyond 5G Systems,10.3390/electronics10010021,
2020,A Survey of Candidate Waveforms for beyond 5G Systems,10.3390/electronics10010021,2-s2.0-85098877928
2021,A survey of candidate waveforms for beyond 5g systems,10.3390/electronics10010021,2-s2.0-85098877928
2021,A survey of candidate waveforms for beyond 5g systems,10.3390/electronics10010021,2-s2.0-85098877928
2020,On the Complexity Requirements of a Panel-Based Large Intelligent Surface,10.1109/GLOBECOM42002.2020.9347953,2-s2.0-85101285276
2020,On the Complexity Requirements of a Panel-Based Large Intelligent Surface,10.1109/GLOBECOM42002.2020.9347953,2-s2.0-85101285276
2020,On the Complexity Requirements of a Panel-Based Large Intelligent Surface,10.1109/GLOBECOM42002.2020.9347953,2-s2.0-85101285276
2020,An OFDM-Based Waveform With High Spectral Efficiency,10.1109/LCOMM.2020.3008049,
2020,An OFDM-Based Waveform With High Spectral Efficiency,10.1109/LCOMM.2020.3008049,2-s2.0-85096197984
2020,An OFDM-Based Waveform with High Spectral Efficiency,10.1109/LCOMM.2020.3008049,2-s2.0-85096197984
2020,An OFDM-Based Waveform with High Spectral Efficiency,10.1109/LCOMM.2020.3008049,2-s2.0-85096197984
2020,Estimating the Performance of MIMO SC-FDE Systems Using SISO Measurements,10.3390/app10217492,
2020,Estimating the Performance of MIMO SC-FDE Systems Using SISO Measurements,10.3390/app10217492,
2020,Estimating the Performance of MIMO SC-FDE Systems Using SISO Measurements,10.3390/app10217492,2-s2.0-85094677105
2020,Estimating the performance of mimo sc-fde systems using siso measurements,10.3390/app10217492,2-s2.0-85094677105
2020,Estimating the performance of mimo sc-fde systems using siso measurements,10.3390/app10217492,2-s2.0-85094677105
2020,Downlink Sum-Rates of SC-FDP and OFDM Massive MIMO Systems in Doubly Dispersive Channels,10.1109/TVT.2019.2959548,
2020,Downlink Sum-Rates of SC-FDP and OFDM Massive MIMO Systems in Doubly Dispersive Channels,10.1109/TVT.2019.2959548,2-s2.0-85090120293
2020,Downlink sum-rates of sc-fdp and ofdm massive mimo systems in doubly dispersive channels,10.1109/TVT.2019.2959548,2-s2.0-85090120293
2020,Downlink sum-rates of sc-fdp and ofdm massive mimo systems in doubly dispersive channels,10.1109/TVT.2019.2959548,2-s2.0-85090120293
2020,Two-Step Multiuser Equalization for Hybrid mmWave Massive MIMO GFDM Systems,10.3390/electronics9081220,
2020,Two-Step Multiuser Equalization for Hybrid mmWave Massive MIMO GFDM Systems,10.3390/electronics9081220,
2020,Two-Step Multiuser Equalization for Hybrid mmWave Massive MIMO GFDM Systems,10.3390/electronics9081220,2-s2.0-85088993259
2020,Two-step multiuser equalization for hybrid mmwave massive MIMO GFDM systems,10.3390/electronics9081220,2-s2.0-85088993259
2020,A new combination of adaptive channel estimation methods and TORC equalizer in MC‐CDMA systems,10.1002/dac.4429,
2020,A new combination of adaptive channel estimation methods and TORC equalizer in MC-CDMA systems,10.1002/dac.4429,2-s2.0-85083701702
2020,A new combination of adaptive channel estimation methods and TORC equalizer in MC-CDMA systems,10.1002/dac.4429,2-s2.0-85083701702
2020,Nonlinear Distortion Effects in Secure Energy Efficient MIMO Systems,10.1109/CSNDSP49049.2020.9249589,2-s2.0-85097644505
2020,Nonlinear Distortion Effects in Secure Energy Efficient MIMO Systems,10.1109/CSNDSP49049.2020.9249589,2-s2.0-85097644505
2020,Nonlinear Distortion Effects in Secure Energy Efficient MIMO Systems,10.1109/CSNDSP49049.2020.9249589,2-s2.0-85097644505
2020,Performance Analysis of Interference-Aware Multi-Packet Reception Networks,10.3390/electronics9040665,
2020,Performance Analysis of Interference-Aware Multi-Packet Reception Networks,10.3390/electronics9040665,2-s2.0-85084008830
2020,Performance Analysis of Interference-Aware Multi-Packet Reception Networks,10.3390/electronics9040665,
2020,Performance analysis of interference-aware multi-packet reception networks,10.3390/electronics9040665,2-s2.0-85084008830
2020,Performance analysis of interference-aware multi-packet reception networks,10.3390/electronics9040665,2-s2.0-85084008830
2020,Secure Information Transmission with Self Jamming SWIPT,10.3390/electronics9040587,
2020,Secure information transmission with self jamming SWIPT,10.3390/electronics9040587,2-s2.0-85083089761
2020,Secure information transmission with self jamming SWIPT,10.3390/electronics9040587,2-s2.0-85083089761
2020,Analytical Performance Evaluation of Massive MIMO Techniques for SC-FDE Modulations,10.3390/electronics9030533,
2020,Analytical Performance Evaluation of Massive MIMO Techniques for SC-FDE Modulations,10.3390/electronics9030533,
2020,Analytical performance evaluation of massive MIMO techniques for SC-FDE modulations,10.3390/electronics9030533,2-s2.0-85082687350
2020,Analytical performance evaluation of massive MIMO techniques for SC-FDE modulations,10.3390/electronics9030533,2-s2.0-85082687350
2020,A Low Complexity Channel Estimation and Detection for Massive MIMO Using SC-FDE,10.3390/telecom1010002,2-s2.0-85092399233
2020,A Low Complexity Channel Estimation and Detection for Massive MIMO Using SC-FDE,10.3390/telecom1010002,2-s2.0-85092399233
2020,On the achievable capacity of MIMO-OFDM systems in the cathlab environment,10.3390/s20030938,2-s2.0-85079216095
2020,On the achievable capacity of MIMO-OFDM systems in the cathlab environment,10.3390/s20030938,2-s2.0-85079216095
2020,On the achievable capacity of MIMO-OFDM systems in the cathlab environment,10.3390/s20030938,2-s2.0-85079216095
2020,A physical layer security technique for NOMA systems with MIMO SC-FDE schemes,10.3390/electronics9020240,2-s2.0-85079241588
2020,A physical layer security technique for NOMA systems with MIMO SC-FDE schemes,10.3390/electronics9020240,2-s2.0-85079241588
2020,A physical layer security technique for NOMA systems with MIMO SC-FDE schemes,10.3390/electronics9020240,2-s2.0-85079241588
2020,Modulation-Based Simultaneous Wireless Information and Power Transfer,10.1109/LCOMM.2019.2946236,
2020,Modulation-Based Simultaneous Wireless Information and Power Transfer,10.1109/LCOMM.2019.2946236,2-s2.0-85078287555
2020,Modulation-Based Simultaneous Wireless Information and Power Transfer,10.1109/LCOMM.2019.2946236,2-s2.0-85078287555
2020,A State-space Approach for Efficient Channel Tracking in OFDM Transmissions,10.1109/VTC2020-Fall49728.2020.9348554,2-s2.0-85101331978
2020,A State-space Approach for Efficient Channel Tracking in OFDM Transmissions,10.1109/VTC2020-Fall49728.2020.9348554,2-s2.0-85101331978
2020,A State-space Approach for Efficient Channel Tracking in OFDM Transmissions,10.1109/VTC2020-Fall49728.2020.9348554,2-s2.0-85101331978
2020,A State-space Approach for MIMO Channel Tracking in SC-FDE Transmissions,10.1109/VTC2020-Spring48590.2020.9128919,2-s2.0-85088321199
2020,A State-space Approach for MIMO Channel Tracking in SC-FDE Transmissions,10.1109/VTC2020-Spring48590.2020.9128919,2-s2.0-85088321199
2020,Cloud-Based Implementation of an Automatic Coverage Estimation Methodology for Self-Organising Network,10.1109/ACCESS.2020.2986437,2-s2.0-85084157333
2020,Cloud-Based Implementation of an Automatic Coverage Estimation Methodology for Self-Organising Network,10.1109/ACCESS.2020.2986437,2-s2.0-85084157333
2020,Cloud-Based Implementation of an Automatic Coverage Estimation Methodology for Self-Organising Network,10.1109/ACCESS.2020.2986437,2-s2.0-85084157333
2020,Comparison of Artificial Intelligence and Semi-Empirical Methodologies for Estimation of Coverage in Mobile Networks,10.1109/ACCESS.2020.3013036,
2020,Comparison of Artificial Intelligence and Semi-Empirical Methodologies for Estimation of Coverage in Mobile Networks,10.1109/ACCESS.2020.3013036,2-s2.0-85089489614
2020,Comparison of Artificial Intelligence and Semi-Empirical Methodologies for Estimation of Coverage in Mobile Networks,10.1109/ACCESS.2020.3013036,2-s2.0-85089489614
2020,Comparison of Artificial Intelligence and Semi-Empirical Methodologies for Estimation of Coverage in Mobile Networks,10.1109/ACCESS.2020.3013036,2-s2.0-85089489614
